,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,artist,song
212,0.595,0.662,-6.858,0.0362,0.0178,0.0,0.0804,0.417,96.053,04CttTezSnv71USiiG9mIo,218447,Hearts & Colors,Lighthouse - Andrelli Remix
213,0.678,0.825,-5.59,0.0307,0.0148,0.318,0.11,0.0838,110.011,2YDKW31FLSlyW6az564oRS,261818,Sander van Doorn,Ori tali ma - LVNDSCAPE Remix
214,0.512,0.915,-6.333,0.0819,0.0119,0.0117,0.158,0.49,150.046,7rjkYBUSD77IYhBpPZd3Tr,218000,Showtek,Believer - Frontliner Remix Radio Edit
215,0.62,0.836,-7.533,0.0707,0.00555,0.91,0.041,0.36,125.106,1d2gFz0ihyBc72sOD8WgnA,201600,Olav Basoski,Waterman 2017 (feat. Spyder)
216,0.895,0.7,-8.826,0.118,0.000693,0.85,0.258,0.578,124.989,2L9BBx9601VBbqTdVNtvPC,313130,Green Velvet,Flash
217,0.853,0.642,-8.324,0.0865,0.000619,0.897,0.111,0.81,123.013,3o1dWk972QPXBK8Puz6QUI,437073,Dj Fronter,Rhymes
218,0.474,0.94,-4.558,0.261,0.00446,0.00172,0.417,0.0878,103.483,6UWZP82Q9I7lUtQaPBWJL7,203000,W&W,Chakra
219,0.848,0.485,-6.432,0.0491,0.00126,0.011,0.0421,0.306,123.993,3yQShCdLvKqZG8QwxX6TEH,408067,Josh Butler,Got a Feeling (Pleasurekraft vs. Bontan Remix)
220,0.862,0.801,-6.606,0.148,0.000151,0.86,0.0997,0.547,124.999,5v86i4xZMbKzAISsU2Gsi1,418500,Carl Craig,So What - Loco and Jam Mix
221,0.674,0.897,-6.135,0.0524,0.00545,0.003,0.0538,0.464,124.011,0JBdLnnPxqtUrqNVL5XikK,245039,Sunnery James & Ryan Marciano,The One That Got Away - Mednas Extended Remix
222,0.507,0.894,-4.743,0.0901,0.0281,0.0,0.0897,0.181,128.114,2Dcqj5wDeumFvAFJbvCbhF,190166,Dimitri Vegas & Like Mike,Tales Of Tomorrow
223,0.646,0.831,-4.164,0.0523,0.11,1.04e-05,0.134,0.486,127.957,7rO00Hkckh4DG9hIALq5sx,211875,Syn Cole,It's You - Radio Edit
224,0.754,0.86,-3.991,0.289,0.0992,0.00232,0.134,0.409,127.953,3d0pwyoTXmomnQXoVLhBQx,177250,Armin van Buuren,You Are
225,0.576,0.974,-2.594,0.0535,0.043,0.873,0.0788,0.0857,128.076,7pRFFvMM9TYp4itV3vL7fz,221240,Ummet Ozcan,Megatron
226,0.624,0.923,-5.449,0.0335,0.0268,0.000228,0.0509,0.402,124.994,6F3rgQfSns1slUnMfHXjOA,157452,CID,Sweet Memories
227,0.486,0.898,-2.461,0.142,0.00771,6.43e-06,0.101,0.352,127.818,54mezkJwKPDlDaxxZqmuZN,178711,KSHMR,Back To Me (feat. Micky Blue)
228,0.503,0.727,-5.456,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,51ODNNDZm21HU7wI7cccRr,255632,Disclosure,Latch
232,0.675,0.992,-0.533,0.0605,0.0022,0.221,0.387,0.483,128.034,5HJqLDDjgdhON8LL9U3Oa3,158555,Garmiani,Bomb A Drop
233,0.398,0.942,-4.544,0.319,0.0609,0.0654,0.687,0.336,102.113,3VZ9fRU9Eg7QFiTh7RKzPw,182842,W&W,Put EM Up
234,0.471,0.845,-7.213,0.0589,0.00127,0.835,0.0744,0.101,128.022,2c9lhIne48A8RH9fpEXFlj,418573,deadmau5,FML
235,0.679,0.929,-3.984,0.0589,0.00335,0.00074,0.574,0.516,125.026,7paxGKlpBxCtjqt3OXEvtg,143040,Jude & Frank,La Luna
236,0.763,0.986,-4.545,0.197,0.00707,0.000144,0.0983,0.457,128.022,6zRdZFZeC1x5BeAPl662ly,180000,Tujamo,BOOM!
237,0.444,0.997,-3.573,0.396,0.0466,1.55e-06,0.911,0.376,192.002,1O4CLUjuYlzfIdEJ9TJ5cz,180820,Spankers,Sex On The Beach - Paolo Ortelli & Luke Degree 2016 Edit
238,0.824,0.877,-9.433,0.0534,0.0156,0.877,0.319,0.198,124.995,3TXdZQUQJsCrbi3XVaHrjc,404216,Rafa Barrios,Palabras
239,0.81,0.947,-8.941,0.0484,0.000184,0.877,0.0483,0.572,123.991,47uLqXfSs9rAq2G8NEBRZW,404517,Stefano Noferini,Reflex
240,0.749,0.814,-8.29,0.0465,0.0062,0.609,0.0854,0.165,123.995,2988cAT3O9ngwkOQVd2xy2,373548,Dj Fronter,La Mañana
241,0.533,0.89,-4.017,0.053,0.00236,0.000239,0.432,0.21,128.1,1ILUHAsZi0wzKOuLSzPg7B,207637,Armin van Buuren,I Need You - Andrew Rayel Remix
242,0.479,0.855,-4.607,0.0353,0.0167,3.46e-05,0.0939,0.26,132.02,6yvHeT9lVpJ58y8WDL8F7r,193750,MaRLo,Leave My Hand
243,0.699,0.7,-5.704,0.0392,0.0109,0.0793,0.152,0.301,102.023,4vsZxvxSToNeyck8PnOHYZ,184880,Sofi Tukker,Best Friend (feat. ALISA UENO)
244,0.604,0.661,-5.914,0.0375,0.234,0.0,0.0951,0.506,107.016,4sJqSKPc5fZ5OZ8JiVI44N,221440,Kygo,Stranger Things (feat. OneRepublic)
245,0.893,0.503,-8.387,0.0629,0.00301,0.136,0.04,0.391,120.996,3MQAYlFFRyaHmIkyTWqcHc,370053,Disclosure,Omen - Claptone Remix
246,0.822,0.933,-4.794,0.096,0.00519,0.154,0.0498,0.341,123.99,2WCNMla3vxO7WvcqYKzfSP,410806,Mike Vale,Rollin' - Original Mix
247,0.804,0.889,-7.578,0.0539,0.000318,0.933,0.0135,0.554,124.015,1biO3OzahpW1mKdqqY8oTI,415173,Mirco Caruso,Shorty
248,0.504,0.847,-6.81,0.0442,0.00434,0.0,0.816,0.28,127.854,6lBQ0SMCrJ7zy1LSCuXqwV,211890,Martin Garrix,Lions in the Wild
249,0.658,0.983,-2.021,0.0534,0.0036,0.0189,0.0915,0.326,126.018,0p34Y0tZFOvG3UpZQizOzv,228690,Gianluca Vacchi,Viento
250,0.761,0.949,-7.455,0.0486,7.42e-06,0.875,0.0831,0.334,125.001,7oMlylGJj0xhJIVrhWRo91,403440,Sonate,Wanna Go Out
251,0.864,0.94,-7.626,0.0582,0.00224,0.751,0.13,0.0643,125.995,6OLToUAkFLW7DG5JGk4loZ,396191,Hollen,Outlet
252,0.819,0.946,-7.184,0.0489,0.0324,0.794,0.0521,0.818,119.995,4KVgUYybueThEzTFps5WhW,532063,Cornucopia,Letter For Poly - Original Mix
253,0.559,0.701,-9.843,0.0446,0.00432,0.874,0.117,0.0757,130.019,0y6gmJdgwbpXJ9J4Zp5Qrh,332000,Pyramid,See You in the Other Side
254,0.275,0.721,-6.222,0.0359,0.000702,0.821,0.0792,0.184,125.156,3v2oAQomhOcYCPPHafS3KV,543453,Eric Prydz,Opus
255,0.675,0.988,-3.592,0.0395,0.00896,0.773,0.666,0.611,127.971,5aK57NyXqYs2ZuwsHCNxVk,225000,Matt Watkins,Zulu - Original
256,0.735,0.997,-1.689,0.162,0.000586,0.0784,0.21,0.281,128.016,1KfW2MqAiGG01pWm34Y2T6,228765,TJR,Bounce Generation
257,0.639,0.966,-5.517,0.0724,0.000913,0.389,0.049,0.624,123.989,6772xVW99FS4GL4Cruf8Nn,222581,Lee Cabrera,Shake It (Move A Little Closer) [Joe Stone Remix Edit]
258,0.49,0.864,-8.733,0.0473,0.000801,0.614,0.0904,0.0681,135.992,6VK9AipqyvmxYs816omoc0,422041,Dash Berlin,Shelter - Photographer Extended Remix
259,0.643,0.933,-6.697,0.0858,0.0014,0.817,0.559,0.0722,136.0,650IoSOmTWS33SCkKkQBd1,412001,Jorn Van Deynhoven,We Can Fly - Extended Mix
260,0.507,0.665,-7.598,0.0474,0.0144,0.0,0.0759,0.4,126.879,65hRZOQkVjmBdusz1N7aOv,213338,Swedish House Mafia,Save The World
261,0.553,0.594,-6.451,0.0306,0.298,6.17e-05,0.262,0.287,149.915,2kkh8Z3tlBDY8jhT4bWrC6,192500,Brennan Heart,Imaginary
262,0.539,0.939,-4.195,0.0683,0.00656,0.618,0.457,0.147,150.131,7sKSWDkW8DfAylLv4SufE4,224017,MVTATE,Dream
263,0.47,0.902,-2.188,0.0468,0.0378,0.0,0.396,0.219,149.99,1PvfA3XKU7k7QAecko4Yb5,169594,KAAZE,End Of The World - Dr Phunk Remix
264,0.552,0.85,-3.794,0.0547,0.126,0.0,0.931,0.197,155.027,4zfvgW8BJJd3mCAMESWSJX,225302,Dr Phunk,Di Dacta
265,0.546,0.918,-5.625,0.0523,0.143,6.53e-06,0.301,0.146,75.026,7i2mcD6FwfHFPRLvfAHbau,162557,Refuzion,Ride
266,0.808,0.91,-9.636,0.0448,0.00121,0.894,0.074,0.458,122.977,3tRp92ndwc4sTRVnkzPGHB,362927,Metodi Hristov,Too Much Gibbons - Original Mix
267,0.72,0.643,-7.691,0.0369,0.135,0.812,0.112,0.325,122.012,30pVSKdzBpZ9Np4Y2bJbFM,188852,Alok,Fuego
268,0.556,0.792,-6.723,0.0361,0.000521,0.75,0.494,0.0871,127.956,6mTnH6xSYwKohtsO9RFzcc,379500,Eric Prydz,We Are Mirage
269,0.726,0.991,-3.733,0.0779,0.00443,0.327,0.0561,0.36,125.963,4q2YDVJAPh9gs5ihVoLbmK,255243,Bleznick Sander,Industrial
270,0.706,0.74,-7.904,0.0325,0.0245,0.512,0.135,0.444,122.007,1HrMWH5GUdK6Yi94rbANJA,223869,CamelPhat,Cola
271,0.787,0.522,-6.88,0.0483,0.0101,0.00814,0.11,0.499,115.017,4hQgwqC6l210S9DgcEueM9,203413,Sofi Tukker,Batshit
272,0.836,0.977,-6.731,0.0636,0.006,0.621,0.0385,0.535,123.006,47F96AzzLJ54xH0myZ1yEr,375173,Illyus & Barrientos,So Serious - Original Mix
273,0.613,0.946,-5.124,0.0655,0.0197,0.623,0.525,0.0853,123.005,3DvqF2guYuolAC6wNL7UZp,214634,Fatboy Slim,Right Here Right Now (CamelPhat Remix) - Radio Edit
274,0.729,0.967,-4.563,0.143,0.0955,0.00023,0.318,0.781,126.001,1c44jkn3UtBDXoU24LABa7,186754,Mariana BO,Antonio
275,0.665,0.763,-5.868,0.0319,0.00465,0.00215,0.246,0.38,125.054,7CbZtCJJmr54zVEg9bOOdJ,153600,Tom Swoon,Shingaling
276,0.565,0.626,-7.107,0.0476,0.279,0.806,0.272,0.511,122.956,3umHPqMZenG0SbxTBc9tVy,163062,Marcus Schössow,Tell Me Why
277,0.747,0.912,-3.324,0.262,0.139,0.0,0.271,0.59,127.096,0YEXqaMeTYjuvGQ0PpOTiL,220079,The Game,El Chapo
278,0.725,0.918,-4.912,0.0676,0.153,0.0328,0.113,0.201,125.009,03IxJiB8ZOH9hEQZF5mCNY,230400,Jauz,Feel The Volume
279,0.838,0.88,-6.3,0.044,0.0023,0.332,0.0447,0.743,121.997,064PIXni8eIfwYocDoCBUD,256598,Purple Disco Machine,Body Funk
280,0.803,0.783,-8.695,0.0441,0.000681,0.913,0.12,0.086,124.992,6qRY7ulfTbaCPF96PbhEPd,499579,Dubfire,Humano - Victor Ruiz Remix
281,0.803,0.852,-7.911,0.0493,9.02e-05,0.901,0.0712,0.103,124.981,4wZ7ZLN0dtrNHs7S4yF5Lv,392410,Dubfire,Fuego - Julian Jeweil Remix
282,0.668,0.878,-7.931,0.0409,0.00071,0.823,0.11,0.0906,126.001,4OznHZcacATlaRTVtFGipp,437573,Carl Cox,Moroccan Chant Number 2 - Roel Salemink & Drumcomplex Remix
283,0.87,0.657,-8.833,0.0746,0.00411,0.0722,0.834,0.297,126.016,6A2fGSY2uZcidWpNosshqc,245714,Carl Cox,I Want You (Forever) - Josh Butler Remix - Radio Edit
284,0.659,0.866,-5.117,0.0545,0.018,0.0,0.13,0.705,114.862,7K0trO4bMEWjSiFGPG5LTQ,186187,Armin van Buuren,Therapy
285,0.631,0.71,-7.09,0.031,0.00919,0.00577,0.139,0.243,115.007,6SPnSkgYmwphhMNYWrocLs,210125,Armin van Buuren,Sunny Days
286,0.503,0.59,-9.923,0.0447,0.406,0.00313,0.0987,0.426,127.933,1Eg0uRuYbjvHtk3rIKKsTo,204400,Above & Beyond,Tightrope
287,0.642,0.649,-9.537,0.0331,0.0646,0.00338,0.185,0.156,125.993,0X2sc95uuQRPbMLbPZ2aOv,323600,Above & Beyond,Naked
288,0.63,0.538,-10.988,0.0333,0.103,0.0264,0.128,0.156,127.962,5olBxXW4nmHm54xh1nolCM,228640,Above & Beyond,My Own Hymn
289,0.56,0.872,-8.899,0.0318,0.00291,0.728,0.0963,0.0756,138.012,4WTFpSaKiB6s15HZSlPQNS,532213,Above & Beyond,Good For Me - Above & Beyond Extended Club Mix
290,0.837,0.58,-9.367,0.108,0.0793,0.00122,0.667,0.74,126.973,2Uo0BweqJT5TYWMxBGt5R6,184453,Sofi Tukker,Fuck They
291,0.826,0.798,-5.079,0.0526,0.0558,0.469,0.669,0.336,122.957,4tllh6DmZXgUTMjI0oN6c5,196720,Sofi Tukker,Awoo (feat. Betta Lemme)
292,0.45,0.898,-3.604,0.0395,0.0277,0.0616,0.166,0.22,127.983,5EwwwdsQfKI8ZnFG93j5Zu,218437,Martin Garrix,Forever
293,0.633,0.772,-4.955,0.0766,0.0426,6.16e-06,0.417,0.303,133.989,6lrMvyqEpwYSVcm6nKy5gk,188100,Above & Beyond,Sun & Moon - Above & Beyond Club Mix
294,0.696,0.747,-10.049,0.0369,0.000738,0.903,0.115,0.0587,125.944,7FSve5JTFM3K55C084bZ8P,457666,Bart Skils,Blue Nile
295,0.85,0.645,-8.519,0.0959,0.000873,0.801,0.0454,0.328,122.001,68JZIPnGZxbExNeSb6KslW,364918,Gorillaz,We Got the Power (feat. Jehnny Beth) - Claptone Remix
296,0.68,0.983,-4.586,0.0784,0.144,0.0529,0.378,0.248,125.007,5bDiJIFbKIf11q3MtdeMwB,192000,Sunnery James & Ryan Marciano,I'll House You
297,0.877,0.62,-9.069,0.0549,0.00406,0.388,0.0549,0.296,120.997,6wp5tGVNQYpKJPo1s3WUEY,383552,Gregory Porter,Liquid Spirit - Claptone Remix
301,0.607,0.868,-7.953,0.037,0.00204,0.924,0.249,0.445,123.995,4hTHkiRX0d96n7awUeaESJ,220645,Robbie Rivera,"There Is No Escape - J8man, Etienne Ozborne Mix"
302,0.612,0.963,-3.912,0.0531,0.00897,0.00378,0.294,0.179,138.009,4ECA0jaumK20cc7vCqoYAA,183519,Armin van Buuren,Blah Blah Blah
303,0.565,0.892,-5.221,0.0672,0.144,0.801,0.0385,0.0764,139.957,7cVaJvsIIcgzSdH204p2CX,267040,Dimitri Vegas & Like Mike,The House Of House
304,0.887,0.809,-3.783,0.145,0.00129,0.236,0.0842,0.545,123.033,39HYMP5eqqB19GmAPhr1m8,158068,Mr. Pig,Something Bad
305,0.851,0.99,-5.506,0.0707,9.52e-05,0.368,0.23,0.718,121.997,16kezyAFbcBuDxuqZdt1gZ,362855,ATFC,Hipcats - Extended Mix
306,0.618,0.746,-6.337,0.0258,0.0311,0.0742,0.333,0.611,121.002,5kCnPMaiUNbPxDjL24gGkb,194387,Claptone,Under the Moon
307,0.758,0.71,-8.514,0.0475,0.000159,0.842,0.0564,0.342,123.002,5KWRZ5wIMpua03V6mfi5bY,392534,Claptone,In the Night - Illyus & Barrientos Remix
308,0.881,0.955,-6.192,0.0658,0.00168,0.869,0.229,0.849,124.014,4dCYQBUiqNzscgRH77zFi1,333468,Format:B,Crumpy
309,0.798,0.924,-6.504,0.0568,0.00226,0.189,0.0633,0.536,125.01,1XLxesShwxhyMvr1tzdfP4,201738,Solardo,On the Corner
310,0.87,0.664,-7.878,0.062,0.00753,0.341,0.0514,0.854,125.029,7ruylcpwEbeCl3HfB9SSyM,231360,FISHER,Crowd Control
311,0.86,0.824,-7.207,0.0518,0.024,0.657,0.205,0.87,124.016,4qetR2UUyBeUrJ9DbYrpVQ,163790,FISHER,Stop It
312,0.783,0.942,-8.414,0.0419,7.17e-05,0.896,0.0165,0.413,123.01,427zZxqdOMuyYJCQ0wu8O1,406341,Chus & Ceballos,Keep It Dancin' - Fernando Campo Remix
313,0.757,0.91,-7.401,0.0434,0.000685,0.9,0.0516,0.597,124.003,4vcQboO5feJGvFJEq6UbmF,387617,Illyus & Barrientos,Takin' Over
314,0.782,0.886,-7.42,0.0813,0.000572,0.888,0.106,0.569,122.005,1Ntu3ActZhwA9ruIbd5tpg,381108,Erick Morillo,Break Down The Doors - Danny Howard Extended Remix
315,0.814,0.875,-6.842,0.0534,0.000366,0.428,0.205,0.618,122.004,3MWc38U5zCncMm1xrNM5vv,378688,New Order,People on the High Line - Claptone Remix
316,0.584,0.914,-4.601,0.239,0.0573,0.0818,0.243,0.0674,132.024,2PyXqwD49Q9Xnu3IsDPQPl,250909,Shogun,Skyfire
317,0.591,0.761,-9.418,0.0342,0.000273,0.878,0.0897,0.429,132.999,3d8kKE64ZmgchtPY7DOFaX,415680,ATB,Apollo Road
318,0.861,0.695,-6.411,0.0588,0.00116,0.258,0.0479,0.289,130.004,7xPTKRSq3HIxTsbH23zZBp,545515,Luis Alvarado,The Muzik - Original Mix
319,0.849,0.946,-3.329,0.119,0.0352,0.839,0.0615,0.676,128.003,5CJ14x1hBv8picOUbTMeJy,300000,Uberjak'd,Gash King - Joel Fletcher Remix
320,0.543,0.876,-5.069,0.0512,0.0606,0.0,0.157,0.415,122.058,6ctWstoouxCcvuTsd4cHNS,268840,Years & Years,Desire - Gryffin Remix
321,0.567,0.947,-3.057,0.0464,0.0919,0.399,0.246,0.15,128.005,1LsVpsERN8Yk3swRyM86qG,188885,twoloud,I'm Alive - Radio Edit
322,0.813,0.513,-8.047,0.0464,0.0245,0.237,0.116,0.602,128.004,4tGghJ2euPeI7HvpkNi1CU,547493,deadmau5,I Remember
323,0.669,0.741,-8.433,0.0431,0.0711,0.736,0.0725,0.321,119.989,3sTExxFQgSTCgfE6GUIiyv,318107,Axwell /\ Ingrosso,Something New - Robin Schulz Remix
324,0.81,0.411,-8.242,0.0356,0.0015,0.886,0.0643,0.126,127.995,3xUIgEKYLVZNAvT9umSijn,450000,deadmau5,Aural Psynapse
325,0.653,0.945,-2.634,0.096,0.00561,0.915,0.439,0.325,126.093,665AK0ovB11McZRwfa852G,198095,Vicetone,Astronomia
326,0.813,0.784,-8.327,0.0538,0.000372,0.962,0.768,0.396,123.998,0iVTorvNzUUEftV2C5sinN,404603,Agent!,Sultan
327,0.801,0.926,-8.246,0.0409,0.00028,0.922,0.0927,0.512,126.027,3C9gJDHOw9zzN8BrtV30dp,214150,Lee Cabrera,Shake It - Nic Fanciulli Edit - Radio Edit
328,0.764,0.93,-8.228,0.0569,0.00151,0.826,0.0783,0.137,122.989,6XctLtpOrpFvyNv73nrYrv,444024,PAX,Electric Feel - Extended Mix
329,0.772,0.782,-7.169,0.0416,0.000145,0.772,0.0683,0.0564,123.001,4bfjHLBRkTBglyF48fMBaT,411707,Dario D'Attis,Cuéntame - Original Mix
330,0.515,0.62,-6.658,0.032,0.0239,0.000146,0.088,0.232,100.064,30R7Vsdqx1avw4j3k2c845,230400,Empathy Test,Losing Touch - Remastered
331,0.493,0.941,-5.289,0.0533,0.000222,0.907,0.0766,0.151,137.991,5CMougTP1EZ8vct0GF1Yaw,457756,Roger Shah,Healesville Sanctuary - Signum Mix
332,0.756,0.827,-9.546,0.042,0.00133,0.161,0.0337,0.859,122.005,6LTbp7KE88HWvIWV7Oeuhs,268507,Simion,God Made Me Feel It (Claptone Edit) - Mixed
333,0.813,0.983,-5.515,0.153,0.00177,0.546,0.502,0.77,125.007,3fDgxdcf0jeJgGiZJGUmyK,238080,FISHER,Ya Kidding
334,0.452,0.927,-6.496,0.033,0.00946,0.353,0.118,0.0372,131.984,3SeowzTaXWE7YsIvltrFgE,211406,Armin van Buuren,Our Origin
335,0.466,0.93,-2.555,0.0627,0.0707,0.0009,0.33,0.134,129.99,7ckofk3m63RHNs9wiIl5LT,275646,Gareth Emery,Saving Light
339,0.643,0.957,-5.026,0.0892,0.0565,0.841,0.0763,0.281,138.073,4pBykn8eWxl3O9JvIHZXj4,217391,Armin van Buuren,United
340,0.897,0.847,-11.4,0.0536,0.00219,0.682,0.104,0.0778,128.008,2eY0yUG1SFyIAnEdM60ynV,456094,Charlotte de Witte,Closer - Original Mix
341,0.565,0.99,-4.359,0.063,0.000201,0.808,0.0798,0.04,128.007,72bj0Ky0yJYiaD9P2oA1up,308205,KhoMha,Tierra - Extended Mix
342,0.688,0.688,-5.84,0.0357,0.3,0.0,0.0982,0.451,114.011,0kHyKhJMukHEPfeh8s7rdM,193321,Kygo,Born To Be Yours
351,0.694,0.77,-5.335,0.149,0.176,1.1e-05,0.118,0.163,125.905,0E9ZjEAyAwOXZ7wJC0PD33,184560,Dynoro,In My Mind
352,0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994,7ef4DlsgrMEH11cDZd32M6,214847,Calvin Harris,One Kiss (with Dua Lipa)
356,0.546,0.916,-3.932,0.255,0.00144,4.34e-06,0.251,0.375,129.983,5xYC48nOppVemY6U5GRGTb,210853,David Guetta,Memories (feat. Kid Cudi)
357,0.76,0.964,-5.844,0.0577,0.00181,0.703,0.0975,0.643,125.003,1hc9zsKiEnHCYDm7K6ZHHG,248036,FISHER,Losing It
358,0.807,0.825,-7.259,0.0545,0.00032,0.763,0.0788,0.89,122.499,5S38PmUsxcKVNWCJ2JfTvH,425428,Claptone,Party Girl - Format:B Remix
359,0.875,0.744,-5.71,0.0767,0.000531,0.815,0.703,0.346,124.999,5eBj4lBOU7yeOTAi92VNk8,422208,CamelPhat,DMT - Original Mix
360,0.753,0.944,-5.717,0.074,0.0081,0.833,0.0432,0.447,122.996,7G68cPU6VG9Dbx99KyQah1,352931,David Penn,Down Wid Da
361,0.789,0.959,-5.932,0.0477,0.0415,0.834,0.0591,0.737,121.998,1WI29eelbdQQWpFhhexThe,206441,Claptone,The Drums (Din Daa Daa)
362,0.854,0.783,-5.996,0.07,0.00535,0.00119,0.807,0.475,120.004,1iKhGIKoYfbHuuoPZxugds,194048,Claptone,The Music Got Me
363,0.79,0.729,-8.949,0.0469,0.00119,0.845,0.0538,0.195,128.032,4hLxeEbsI8N2oGbmEevZSq,425824,Beico & MT93,Touching The Stars
364,0.784,0.805,-8.25,0.0633,0.00324,0.73,0.109,0.071,124.994,6TUeFFdxN3V3J8khktL6s6,476160,Moby and The Void Pacific Choir,All the Hurts We Made - T78 Remix
365,0.604,0.939,-7.49,0.0544,0.0102,0.698,0.0723,0.205,139.975,3Q2M6sNKDwoqZGBvwdFqZr,443427,Tiësto,Adagio For Strings
366,0.789,0.751,-7.901,0.0582,0.0122,0.866,0.325,0.247,124.008,68UhK74X2Vp7GeDFSkW1Py,410323,Sidney Charles,I Need You
367,0.738,0.851,-6.573,0.0391,0.00104,0.437,0.43,0.359,123.998,4YmxakmVsl3YtvNFrB9ih3,275806,Hot Since 82,Buggin' - Edit
368,0.806,0.497,-10.423,0.0691,0.000393,0.837,0.0684,0.374,124.0,1a9ij8QaCB3H8it773sSYJ,396075,Flashmob,The Lone Brazilian - Original Mix
369,0.776,0.834,-6.442,0.0508,0.0017,0.904,0.0765,0.454,122.989,1RtmFWLcZoNYNVImBUUEIa,499973,Hot Since 82,Chasing - Original Mix
370,0.785,0.874,-8.937,0.0668,0.00138,0.845,0.0703,0.298,124.991,2GTJTf9KaLwRuXsfj0hcRY,501120,Boris Brejcha,Tonight: Freak Out
371,0.886,0.509,-13.229,0.168,0.000253,0.154,0.0977,0.261,125.062,28VC0P6rM7ue8V2QkPBCeW,566400,Boris Brejcha,Devil
372,0.799,0.638,-11.889,0.062,0.000978,0.905,0.0928,0.287,125.011,2zRL8YGh3v6VmYgFhcRmj9,435840,Boris Brejcha,The Darkest Night
373,0.756,0.676,-9.186,0.0417,3.69e-05,0.833,0.106,0.117,123.977,4nQ0lsciuy0GQW8w8KT8zZ,363959,Dosem,Expression - Original Mix
374,0.446,0.573,-5.081,0.0279,0.0416,0.0,0.108,0.167,135.96,3QC33AxvY2sdxq22ym3aSL,213707,Armin van Buuren,Wild Wild Son
375,0.723,0.872,-3.617,0.0586,0.192,0.000154,0.0814,0.544,128.038,7M13FwBAKWNa2jqcZeUhL6,204798,Bob Sinclar,Love Generation - Radio Edit
376,0.761,0.939,-2.714,0.0463,0.000797,0.724,0.317,0.218,127.998,3D5Or5cnuSQ9IBnRTdjhGX,255000,TJR,What's Up Suckaz
377,0.689,0.77,-5.646,0.0485,0.041,0.173,0.113,0.161,140.079,0O3hacFfr7hp4fIeomi4ex,180155,Timmy Trumpet,Oracle
378,0.886,0.967,-0.776,0.142,0.0157,0.389,0.239,0.745,128.1,6LkIe2jYyUiFvSFY3jYPc4,168750,Timmy Trumpet,Freaks - Radio Edit
379,0.358,0.923,-3.722,0.143,0.000291,0.196,0.074,0.191,149.938,2Byxr0ooaeLayBBaVLup67,210212,Timmy Trumpet,Punjabi
380,0.497,0.944,-3.701,0.0451,0.000186,0.377,0.482,0.318,150.021,65U4u0K64Xs28gJOiXfTH9,179200,Hardwell,The Underground
381,0.645,0.911,-6.725,0.0509,0.00131,0.753,0.125,0.075,140.007,3PwvV5JpEYwtKKRcV37JOV,553714,Astrix,Seven Gates
382,0.638,0.763,-6.474,0.0793,0.00093,0.885,0.317,0.176,142.018,52GLsQ7oIRPFWRjdgghSr5,437747,Ibojima,The Gene
383,0.89,0.781,-5.953,0.0679,0.000372,0.604,0.0828,0.18,122.977,4irArQHgo7Cs3Y7lOPYBCI,197429,Endor,Sexiest Man In Jamaica
384,0.773,0.932,-4.895,0.031,0.0358,0.901,0.0597,0.391,122.993,4DIspILFDWAlU7bViTMqhS,253171,Purple Disco Machine,Dished (Male Stripper)
385,0.846,0.727,-7.101,0.0542,0.00102,0.548,0.0298,0.747,124.999,2uVaFyBtTBsGDk6VhvKrGl,314996,Illyus & Barrientos,Scream - Extended Mix
386,0.698,0.807,-5.384,0.0381,0.00714,2.55e-06,0.203,0.869,102.916,22YJz2AzPFBDGJV6M2mLp4,172099,Salvatore Ganacci,Kill A Soundboy (feat. Nailah Blackman)
387,0.68,0.889,-6.39,0.0406,0.00163,0.906,0.126,0.196,123.003,5Dlt8WMCfDNlgv1vRpikn0,329250,Purple Disco Machine,Dished (Male Stripper) - Illyus & Barrientos Remix
388,0.499,0.522,-12.656,0.057,0.172,0.876,0.0992,0.0366,127.971,111zgSTqpYuYcc72gpwr2y,510000,deadmau5,GG
389,0.792,0.721,-4.763,0.0328,0.0227,0.0255,0.0613,0.814,122.027,4qRLNi5nZ0BGdfazgviCVG,243329,Claptone,Animal
390,0.577,0.851,-3.975,0.0339,0.0197,0.000462,0.118,0.396,129.952,5C4NMi4fPpdFPnMZVsyG8H,247147,Axwell /\ Ingrosso,Something New
391,0.699,0.94,-5.969,0.208,0.0853,0.0,0.336,0.652,122.079,5xzzxWj8a1YBbNZhNLqWuQ,253770,Axwell /\ Ingrosso,Dancing Alone
392,0.693,0.575,-6.998,0.0801,0.374,0.0,0.252,0.492,117.999,14sOS5L36385FJ3OL8hew4,211362,Kygo,Happy Now
393,0.562,0.968,-3.86,0.116,0.00304,0.85,0.344,0.132,140.069,72Q8ltgNkArJutBYTE60se,158786,W&W,Ready To Rave
394,0.744,0.744,-6.77,0.0484,0.00923,0.0245,0.103,0.651,122.007,2Hr7gLjFZ5M0D37kxz0f2e,214430,Bastille,Blame - Claptone Remix
395,0.906,0.388,-10.729,0.045,0.0869,0.0187,0.117,0.541,120.027,4035yp8Z7EyAg3yDchzxA8,242671,Claptone,No Eyes
